# Public RPC surface — generated, do not edit by hand.
# Regenerate: scripts/generate-surface.sh
#
# PostgREST publishes every function below as an HTTP endpoint.
# `definer` bypasses RLS. `unreferenced` means nothing in this repo
# calls it, not that it is unreachable.
#
# name	args	returns	security	search_path	grants	reached_by
run_trending_maintenance		json	invoker	public,	service_role	unreferenced
safe_upsert_remote_profile	p_username text, p_domain text, p_federated_id text, p_display_name text, p_avatar_url text, p_banner_url text, p_bio text, p_public_key text, p_inbox_url text, p_outbox_url text, p_followers_url text, p_following_url text, p_shared_inbox_url text	TABLE(profile_id uuid, was_created boolean, was_updated boolean, is_local_user boolean)	definer	public	service_role	unreferenced
sanitize_bot_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_channel_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_entity_name		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_member_nickname		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_post_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_profile_string	p_input text, p_max integer, p_allow_newlines boolean	text	invoker	public,	anon+authenticated+service_role	unreferenced
sanitize_profile_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_report_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_server_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
sanitize_user_list_text		trigger	invoker	public,	anon+authenticated+service_role	trigger
save_recovery_codes	p_user_id uuid, p_codes text[]	void	definer	public,	anon+authenticated+service_role	client
search_federated_users	p_query text, p_limit integer	TABLE(user_id uuid, username text, display_name text, domain text, avatar_url text, handle text, is_local boolean)	invoker	public,	anon+authenticated+service_role	client
search_messages	p_query text, p_channel_id uuid, p_channel_ids uuid[], p_user_id uuid, p_conversation_id uuid, p_server_id uuid, p_has_media boolean, p_has_url boolean, p_from_date timestamp with time zone, p_to_date timestamp with time zone, p_limit integer, p_offset integer	TABLE(message_id uuid, relevance real, content_text text, channel_id uuid, conversation_id uuid, user_id uuid, created_at timestamp with time zone)	invoker	public,	anon+authenticated+service_role	client
send_notification	p_notification_type character varying, to_user_ids uuid[], notification_data jsonb, p_server_id uuid, p_channel_id uuid, p_conversation_id uuid, p_from_user_id uuid, p_priority character varying	uuid[]	definer	public	anon+authenticated+service_role	unreferenced
send_notification_to_user	p_notification_type character varying, p_to_user_id uuid, p_notification_data jsonb, p_server_id uuid, p_channel_id uuid, p_conversation_id uuid, p_from_user_id uuid, p_priority character varying	uuid	definer	public	anon+authenticated+service_role	client
server_has_remote_members	p_server_id uuid	boolean	invoker	public,	service_role	unreferenced
set_conversation_hidden	p_conversation_id uuid, p_hidden boolean	void	definer	public	anon+authenticated+service_role	client
set_custom_status	p_user_id uuid, p_type text, p_text text, p_emoji text, p_emoji_url text, p_details text, p_state text, p_duration_minutes integer	jsonb	definer	public	anon+authenticated+service_role	client
set_instance_config	p_key text, p_value jsonb, p_user_id uuid, p_description text	boolean	definer	public	anon+authenticated+service_role	client
set_member_instance		trigger	invoker	public,	anon+authenticated+service_role	trigger
set_server_featured	p_server_id uuid, p_is_featured boolean, p_order integer	void	definer	public,	anon+authenticated+service_role	client
should_show_gif_ads	p_user_id uuid	boolean	definer	public,	anon+authenticated+service_role	client
slugify_server_name	p_name text	text	invoker	public,	anon+authenticated+service_role	unreferenced
sync_view_context_from_presence	p_view_type text, p_server_id uuid, p_channel_id uuid, p_conversation_id uuid	void	definer	public	anon+authenticated+service_role	client
tg_profile_message_counter		trigger	definer	public	anon+authenticated+service_role	trigger
tg_profile_voice_counter		trigger	definer	public	anon+authenticated+service_role	trigger
thread_message_delete_handler		trigger	definer	public	anon+authenticated+service_role	trigger
thread_message_handler		trigger	definer	public	anon+authenticated+service_role	trigger
touch_federated_instance	p_domain text	void	definer	public	anon+authenticated+service_role	client
trg_conversation_epoch_bump		trigger	definer	public	anon+authenticated+service_role	trigger
trg_server_epoch_bump		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_cleanup_dead_endpoint		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_create_default_server_structure		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_extract_post_hashtags		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_block_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_category_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_channel_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_channel_message_delete_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_channel_message_edit_federation		trigger	definer	public,	anon+authenticated+service_role	trigger
trigger_queue_channel_message_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_channel_reaction_delete_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_channel_reaction_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_dm_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_follow_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_follow_response_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_interaction_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_message_reaction_delete_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_message_reaction_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_post_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_profile_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_report_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_server_update_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_thread_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_voice_channel_join_federation		trigger	definer	public	anon+authenticated+service_role	trigger
trigger_queue_voice_channel_leave_federation		trigger	definer	public	anon+authenticated+service_role	trigger
unban_server_member	p_server_id uuid, p_user_id uuid	jsonb	definer	public,	anon+authenticated+service_role	client
unpin_message	p_message_id uuid, p_user_id uuid	boolean	definer	public	anon+authenticated+service_role	client
update_endpoint_health	p_endpoint_url text, p_domain text, p_success boolean, p_http_status integer, p_error_message text	void	definer	public	anon+authenticated+service_role	client
update_federation_health	p_instance_domain text, p_success boolean, p_latency_ms numeric, p_error text	void	definer	public	anon+authenticated+service_role	client
update_federation_settings	p_user_id uuid, p_federation_enabled boolean, p_inbound_enabled boolean, p_outbound_enabled boolean, p_auto_accept_follows boolean	boolean	definer	public	anon+authenticated+service_role	client
update_follow_counts		trigger	definer	public	anon+authenticated+service_role	trigger
update_group_icon	conversation_uuid uuid, user_profile_id uuid, icon_path text	jsonb	definer	public	anon+authenticated+service_role	client
update_group_name	conversation_uuid uuid, user_profile_id uuid, new_name text	jsonb	definer	public	anon+authenticated+service_role	client
update_hashtag_trending_scores		integer	definer	public	anon+authenticated+service_role	client
update_message_content_silent	p_message_id uuid, p_old_content jsonb, p_content jsonb	boolean	definer	public,	anon+authenticated+service_role	client
update_message_embeds	p_message_id uuid, p_embeds jsonb	void	definer	public	anon+authenticated+service_role	client
update_post_embeds	p_post_id uuid, p_embeds jsonb	void	definer	public	anon+authenticated+service_role	client
update_post_reaction_counts		trigger	invoker	public,	anon+authenticated+service_role	trigger
update_post_reply_count		trigger	invoker	public,	anon+authenticated+service_role	trigger
update_push_subscription_timestamp		trigger	invoker	public,	anon+authenticated+service_role	trigger
update_roles_updated_at		trigger	invoker	public,	anon+authenticated+service_role	trigger
update_session_context	p_session_token text, p_server_id uuid, p_channel_id uuid, p_conversation_id uuid	void	definer	public	service_role	unreferenced
update_session_heartbeat	p_session_token text, p_status text	void	definer	public	service_role	unreferenced
update_trending_posts		void	definer	public	anon+authenticated+service_role	client
upsert_ap_activity	p_ap_id text, p_ap_type text, p_actor_ap_id text, p_activity_data jsonb, p_origin_domain text, p_to_addresses text[], p_cc_addresses text[], p_bto_addresses text[], p_bcc_addresses text[], p_is_local boolean	TABLE(activity_id uuid, was_updated boolean)	definer	public	anon+authenticated+service_role	client
upsert_hashtag	p_tag text	uuid	invoker	public,	anon+authenticated+service_role	unreferenced
upsert_remote_emoji	p_shortcode text, p_origin_domain text, p_full_code text, p_url text, p_static_url text, p_category text, p_is_animated boolean	uuid	definer	public	anon+authenticated+service_role	client
user_has_encryption	p_user_id uuid	boolean	invoker	public,	service_role	unreferenced
verify_recovery_code	p_user_id uuid, p_code text	boolean	definer	public,	anon+authenticated+service_role	client
