# Function reachability — generated, do not edit by hand.
# Regenerate: scripts/generate-reachability.sh
#
# How execution enters every function in a schema built from db_schema/init/.
# entry is a comma-separated set of entry kinds. `http anon` and `service key`
# mean nothing reaches it and PostgREST publishes it anyway; `nothing` means dead.
#
# name	security	returns	grants	entry	detail
has_permission	definer	boolean	anon+authenticated+service_role	client, policy, trigger	policy public.discord_bridge_pairings ALL on Server owners manage discord bridge pairing, public.server_bans SELECT on server_bans_select_moderator, storage.objects DELETE on Users can delete emojis, +5
import_remote_emoji	definer	uuid	anon+authenticated+service_role	client	rpc in src/components/admin/EmojiImporter.vue
increment_unread_mentions	definer	trigger	anon+authenticated+service_role	trigger	trigger public.notifications AFTER INSERT (trigger_increment_unread_mentions)
index_message	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER INSERT/UPDATE (trigger_index_message)
initialize_user_encryption	definer	jsonb	anon+authenticated+service_role	http anon	nothing references it
insert_ap_activity_outbound	definer	uuid	anon+authenticated+service_role	client	rpc in src/services/federation/FederationActivityService.ts
is_author_suspended	definer	boolean	service_role	service key	nothing references it
is_blocked_by	definer	boolean	anon+authenticated+service_role	policy	policy public.messages INSERT on messages_insert_member, public.post_interactions INSERT on post_interactions_insert_own, public.posts SELECT on posts_select_public, +1
is_conversation_participant	definer	boolean	anon+authenticated+service_role	policy	policy public.conversation_participants SELECT on conversation_participants_select_policy
is_current_user_admin	definer	boolean	anon+authenticated+service_role	policy	policy public.admin_audit_log ALL on Admin audit log admin access, public.blocked_instances ALL on Blocked instances admin access, public.bot_audit_log SELECT on bot_audit_log_select_owner, +34
is_current_user_admin_or_mod	definer	boolean	anon+authenticated+service_role	client	called by get_pending_reports_count, get_reports_with_details
is_current_user_moderator	definer	boolean	anon+authenticated+service_role	policy	policy public.messages DELETE on messages_delete_authorized, public.messages UPDATE on messages_update_authorized
is_federation_enabled_for_user	invoker	boolean	anon+authenticated+service_role	client	rpc in src/services/federation/FederationDecisionService.ts
is_muted_by	definer	boolean	service_role	service key	nothing references it
is_room_member	definer	boolean	anon+authenticated+service_role	client, policy	policy public.megolm_session_shares INSERT on megolm_session_shares_insert; rpc in src/services/encryption/MegolmKeyBackupService.ts
is_user_viewing_context	definer	boolean	anon+authenticated+service_role	client, trigger	called by send_notification
is_user_viewing_push_context	definer	boolean	service_role	client	rpc in federation-backend/src/services/PushNotificationService.ts
jsonb_text_content_length	invoker	integer	anon+authenticated+service_role	client, declarative, trigger	check public.messages messages_text_length_check, public.posts posts_text_length_check
kick_server_member	definer	jsonb	anon+authenticated+service_role	client	rpc in src/services/ModerationService.ts
log_admin_action	definer	uuid	anon+authenticated+service_role	client	called by admin_moderate_post, moderate_user
log_key_generation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.user_key_pairs AFTER INSERT (audit_key_generation)
lookup_discord_bridge_pairing_public	definer	TABLE(server_id uuid)	anon+authenticated+service_role	client	rpc in bot-gateway/src/index.ts
lookup_invite_by_code	definer	TABLE(id uuid, code text, server_id uuid, created_by uuid, uses integer, max_uses integer, used boolean, temporary boolean, expires_at timestamp with time zone, created_at timestamp with time zone, server_name text, server_icon text)	anon+authenticated+service_role	client	rpc in bot-gateway/src/api/BotRestAPI.ts, src/services/inviteService.ts
mark_all_notifications_read	definer	void	anon+authenticated+service_role	client	rpc in src/stores/useNotification.ts
mark_notifications_read_by_context	definer	integer	anon+authenticated+service_role	client	rpc in src/services/ViewContextTracker.ts
mark_server_as_read	definer	void	anon+authenticated+service_role	client	rpc in src/components/ServerSidebar.vue
message_notification_sender_json	invoker	jsonb	anon+authenticated+service_role	trigger	called by handle_message_federation, handle_role_mention_notifications
moderate_user	definer	boolean	anon+authenticated+service_role	client	rpc in src/services/AdminService.ts
normalize_embed_url	invoker	text	anon+authenticated+service_role	trigger	called by fetch_link_preview, process_local_link_previews
notification_actor_json(p profiles)	invoker	jsonb	anon+authenticated+service_role	trigger	called by handle_local_post_mention_notifications, handle_post_mention_notifications, handle_post_reply_notifications, +2
notification_actor_json(p_id uuid, p_username text, p_display_name text, p_avatar_url text, p_domain text, p_is_local boolean)	invoker	jsonb	anon+authenticated+service_role	trigger	called by handle_local_post_mention_notifications, handle_post_mention_notifications, handle_post_reply_notifications, +2
notify_admins_on_pending_donation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.instance_pending_donations AFTER INSERT (trg_notify_admins_on_pending_donation)
pin_message	definer	boolean	anon+authenticated+service_role	client	rpc in src/services/MessageService.ts
populate_reaction_context	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.reactions BEFORE INSERT (trg_populate_reaction_context)
prepare_emoji_deletion	definer	trigger	anon+authenticated+service_role	trigger	trigger public.emojis BEFORE DELETE (trg_prepare_emoji_deletion)
prevent_profile_moderation_self_update	definer	trigger	anon+authenticated+service_role	trigger	trigger public.profiles BEFORE UPDATE (prevent_profile_moderation_self_update_trigger)
prevent_protected_role_deletion	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.server_roles BEFORE DELETE (trigger_prevent_protected_role_deletion)
prevent_protected_role_modification	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.server_roles BEFORE UPDATE (trigger_prevent_protected_role_modification)
process_local_link_previews	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages BEFORE INSERT (trg_process_local_link_previews)
process_post_hashtags	invoker	integer	anon+authenticated+service_role	trigger	called by trigger_extract_post_hashtags
profile_web_handle	invoker	text	anon+authenticated+service_role	trigger	called by notification_actor_json
promote_first_user_to_admin	definer	trigger	anon+authenticated+service_role	trigger	trigger public.profiles BEFORE INSERT (promote_first_user_to_admin_trigger)
public_instance_config_keys	invoker	text[]	anon+authenticated+service_role	policy	policy public.instance_config SELECT on Public can read instance settings
purge_stale_invites	definer	integer	anon+authenticated+service_role	cron	cron 20 4 * * * (purge-stale-invites)
queue_federation_job	definer	uuid	anon+authenticated+service_role	client, trigger	called by handle_conversation_participant_added, handle_group_participant_left, remove_group_icon, +24
recompute_supporter_tier	definer	uuid	authenticated+service_role	client	rpc in federation-backend/src/routes/webhooks/kofi.ts, src/services/FundingService.ts
record_emoji_usage	invoker	void	anon+authenticated+service_role	client	rpc in src/services/emojiService.ts
record_metric	definer	uuid	service_role	service key	nothing references it
record_push_failure	definer	void	service_role	client	rpc in federation-backend/src/services/PushNotificationService.ts
record_push_success	definer	void	service_role	client	rpc in federation-backend/src/services/PushNotificationService.ts
record_slow_query	definer	void	anon+authenticated+service_role	client	rpc in federation-backend/src/services/PerformanceMonitor.ts
redeem_recovery_code_and_disable_mfa	definer	boolean	anon+authenticated+service_role	client	rpc in src/components/AuthComponent.vue
regenerate_discord_bridge_pairing	definer	text	anon+authenticated+service_role	client	rpc in src/components/settings/DiscordBridgeSetup.vue
register_recovery_key	definer	recovery_key_metadata	anon+authenticated+service_role	client	rpc in src/services/encryption/MegolmMessageEncryptionService.ts
remove_group_icon	definer	jsonb	anon+authenticated+service_role	client	rpc in src/utils/groupIconUtils.ts
remove_message_from_index	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER DELETE (trigger_remove_message_index)
remove_post_emoji_reaction	definer	boolean	anon+authenticated+service_role	client	named in src/stores/postReactions.ts
remove_timeline_on_unfollow	definer	trigger	anon+authenticated+service_role	trigger	trigger public.follows BEFORE DELETE (remove_timeline_on_unfollow_trigger)
request_room_epoch_bump	definer	integer	anon+authenticated+service_role	client	rpc in src/services/encryption/RoomEpochService.ts
reset_daily_hashtag_counters	definer	void	service_role	client, cron	cron 0 0 * * * (reset-daily-hashtag-counters); rpc in src/services/TrendingService.ts
reset_my_encryption_identity	definer	void	anon+authenticated+service_role	client	rpc in src/services/encryption/MegolmMessageEncryptionService.ts
reset_user_encryption	definer	jsonb	service_role	service key	nothing references it
resolve_mention_profile_id	invoker	uuid	anon+authenticated+service_role	trigger	called by handle_message_federation
rotate_prekeys	definer	jsonb	service_role	service key	nothing references it
route_channel_message	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER INSERT (smart_route_channel_message)
route_server_leave	definer	trigger	anon+authenticated+service_role	trigger	trigger public.user_servers AFTER DELETE (route_leave_federation)
route_server_membership	definer	trigger	anon+authenticated+service_role	trigger	trigger public.user_servers AFTER INSERT/UPDATE (route_membership_federation)
run_trending_maintenance	invoker	json	service_role	service key	nothing references it
safe_upsert_remote_profile	definer	TABLE(profile_id uuid, was_created boolean, was_updated boolean, is_local_user boolean)	service_role	service key	nothing references it
sanitize_bot_text	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.bots BEFORE INSERT/UPDATE (sanitize_bot_text_trigger)
sanitize_channel_text	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.channels BEFORE INSERT/UPDATE (sanitize_channel_text_trigger)
sanitize_entity_name	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.channel_categories BEFORE INSERT/UPDATE (sanitize_category_name_trigger), public.conversations BEFORE INSERT/UPDATE (sanitize_conversation_name_trigger), public.emojis BEFORE INSERT/UPDATE (sanitize_emoji_name_trigger), +3
sanitize_member_nickname	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.user_servers BEFORE INSERT/UPDATE (sanitize_member_nickname_trigger)
sanitize_post_text	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.posts BEFORE INSERT/UPDATE (sanitize_post_text_trigger)
sanitize_profile_string	invoker	text	anon+authenticated+service_role	client, trigger	called by sanitize_bot_text, sanitize_channel_text, sanitize_entity_name, +7
sanitize_profile_text	invoker	trigger	anon+authenticated+service_role	client, trigger	trigger public.profiles BEFORE INSERT/UPDATE (sanitize_profile_text_trigger)
sanitize_report_text	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.reports BEFORE INSERT/UPDATE (sanitize_report_text_trigger)
sanitize_server_text	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.servers BEFORE INSERT/UPDATE (sanitize_server_text_trigger)
sanitize_user_list_text	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.user_lists BEFORE INSERT/UPDATE (sanitize_user_list_text_trigger)
save_recovery_codes	definer	void	anon+authenticated+service_role	client	rpc in src/components/settings/user/PrivacySettings.vue
search_federated_users	invoker	TABLE(user_id uuid, username text, display_name text, domain text, avatar_url text, handle text, is_local boolean)	anon+authenticated+service_role	client	rpc in src/services/activityPubService.ts
search_messages	invoker	TABLE(message_id uuid, relevance real, content_text text, channel_id uuid, conversation_id uuid, user_id uuid, created_at timestamp with time zone)	anon+authenticated+service_role	client	rpc in src/services/SearchService.ts
send_notification	definer	uuid[]	anon+authenticated+service_role	client, trigger	called by handle_message_federation, notify_admins_on_pending_donation, send_notification_to_user
send_notification_to_user	definer	uuid	anon+authenticated+service_role	client, trigger	rpc in federation-backend/src/activitypub/ActivityProcessor.ts, src/services/NotificationService.ts, src/services/ReportService.ts
server_has_remote_members	invoker	boolean	service_role	service key	nothing references it
set_conversation_hidden	definer	void	anon+authenticated+service_role	client	rpc in src/stores/useDM.ts
set_custom_status	definer	jsonb	anon+authenticated+service_role	client	rpc in src/services/userDataService.ts
set_instance_config	definer	boolean	anon+authenticated+service_role	client	rpc in src/services/AdminService.ts
set_member_instance	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.user_servers BEFORE INSERT (auto_set_member_instance)
set_server_featured	definer	void	anon+authenticated+service_role	client	rpc in src/services/AdminService.ts
should_show_gif_ads	definer	boolean	anon+authenticated+service_role	client	rpc in federation-backend/src/routes/gifs.ts
slugify_server_name	invoker	text	anon+authenticated+service_role	trigger	called by generate_unique_server_slug
sync_avg_latency	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.performance_metrics_hourly BEFORE INSERT/UPDATE (trigger_sync_avg_latency)
sync_recorded_at	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.slow_queries BEFORE INSERT/UPDATE (trigger_sync_recorded_at)
sync_view_context_from_presence	definer	void	anon+authenticated+service_role	client	rpc in src/composables/useViewContext.ts
tg_profile_message_counter	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER DELETE (trg_profile_message_counter_del), public.messages AFTER INSERT (trg_profile_message_counter_ins)
tg_profile_voice_counter	definer	trigger	anon+authenticated+service_role	trigger	trigger public.voice_channel_participants AFTER DELETE (trg_profile_voice_counter_del)
thread_message_delete_handler	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER DELETE/UPDATE (trigger_thread_message_delete)
thread_message_handler	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER INSERT (trigger_thread_message_insert)
touch_federated_instance	definer	void	anon+authenticated+service_role	client	rpc in federation-backend/src/services/FederatedInstanceService.ts
trg_conversation_epoch_bump	definer	trigger	anon+authenticated+service_role	trigger	trigger public.conversation_participants AFTER INSERT/DELETE/UPDATE (trg_conversation_epoch_bump)
trg_server_epoch_bump	definer	trigger	anon+authenticated+service_role	trigger	trigger public.user_servers AFTER INSERT/DELETE (trg_server_epoch_bump)
trigger_cleanup_dead_endpoint	definer	trigger	anon+authenticated+service_role	trigger	trigger public.federation_endpoint_health AFTER UPDATE (federation_endpoint_health_cleanup_trigger)
trigger_create_default_server_structure	definer	trigger	anon+authenticated+service_role	trigger	trigger public.servers AFTER INSERT (auto_create_default_server_structure)
trigger_extract_post_hashtags	definer	trigger	anon+authenticated+service_role	trigger	trigger public.posts AFTER INSERT (extract_hashtags_on_post_insert)
trigger_queue_block_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.user_blocks AFTER DELETE (trigger_federate_block_delete), public.user_blocks BEFORE INSERT (trigger_federate_block)
trigger_queue_category_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.channel_categories AFTER DELETE (trigger_federate_category_delete), public.channel_categories BEFORE INSERT/UPDATE (trigger_federate_category)
trigger_queue_channel_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.channels AFTER DELETE (trigger_federate_channel_delete), public.channels BEFORE INSERT/UPDATE (trigger_federate_channel)
trigger_queue_channel_message_delete_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER UPDATE (trigger_federate_channel_message_delete)
trigger_queue_channel_message_edit_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages AFTER UPDATE (trigger_federate_channel_message_edit)
trigger_queue_channel_message_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages BEFORE INSERT (trigger_federate_channel_message)
trigger_queue_channel_reaction_delete_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.reactions AFTER DELETE (trigger_federate_channel_reaction_delete)
trigger_queue_channel_reaction_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.reactions BEFORE INSERT (trigger_federate_channel_reaction)
trigger_queue_dm_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.messages BEFORE INSERT (trigger_federate_dm)
trigger_queue_follow_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.follows AFTER DELETE (trigger_federate_follow_delete), public.follows BEFORE INSERT (trigger_federate_follow)
trigger_queue_follow_response_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.follows BEFORE UPDATE (trigger_federate_follow_response)
trigger_queue_interaction_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.post_interactions AFTER DELETE (trigger_federate_post_interaction_delete), public.post_interactions BEFORE INSERT (trigger_federate_post_interaction)
trigger_queue_message_reaction_delete_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.reactions AFTER DELETE (trigger_federate_message_reaction_delete)
trigger_queue_message_reaction_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.reactions BEFORE INSERT (trigger_federate_message_reaction)
trigger_queue_post_federation	definer	trigger	anon+authenticated+service_role	client, trigger	named in federation-backend/src/listeners/DatabaseListener.ts; trigger public.posts BEFORE INSERT/UPDATE (trigger_federate_post)
trigger_queue_profile_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.profiles AFTER UPDATE (trigger_federate_profile)
trigger_queue_push_notification	definer	trigger	anon+authenticated+service_role	trigger	trigger public.notifications AFTER INSERT (trigger_send_push_notification)
trigger_queue_report_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.reports BEFORE INSERT (trigger_federate_report)
trigger_queue_server_update_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.servers AFTER UPDATE (trigger_federate_server_update)
trigger_queue_thread_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.threads BEFORE INSERT/UPDATE (trigger_federate_thread)
trigger_queue_voice_channel_join_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.voice_channel_participants BEFORE INSERT (trigger_federate_voice_channel_join)
trigger_queue_voice_channel_leave_federation	definer	trigger	anon+authenticated+service_role	trigger	trigger public.voice_channel_participants AFTER DELETE (trigger_federate_voice_channel_leave)
unban_server_member	definer	jsonb	anon+authenticated+service_role	client	rpc in src/services/ModerationService.ts
unpin_message	definer	boolean	anon+authenticated+service_role	client	rpc in src/services/MessageService.ts
update_bot_timestamp	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.bot_webhooks BEFORE UPDATE (update_bot_webhooks_timestamp), public.bots BEFORE UPDATE (update_bots_timestamp)
update_encryption_timestamp	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.conversation_encryption_settings BEFORE UPDATE (update_conversation_encryption_settings_timestamp), public.server_encryption_settings BEFORE UPDATE (update_server_encryption_settings_timestamp)
update_endpoint_health	definer	void	anon+authenticated+service_role	client	rpc in federation-backend/src/activitypub/DeliveryQueue.ts
update_federation_health	definer	void	anon+authenticated+service_role	client	rpc in federation-backend/src/activitypub/DeliveryQueue.ts, federation-backend/src/services/PerformanceMonitor.ts
update_federation_settings	definer	boolean	anon+authenticated+service_role	client	rpc in src/services/AdminService.ts
update_follow_counts	definer	trigger	anon+authenticated+service_role	trigger	trigger public.follows AFTER INSERT/DELETE/UPDATE (trg_update_follow_counts)
update_group_icon	definer	jsonb	anon+authenticated+service_role	client	rpc in src/utils/groupIconUtils.ts
update_group_name	definer	jsonb	anon+authenticated+service_role	client	rpc in src/components/dm/GroupSettingsModal.vue
update_hashtag_trending_scores	definer	integer	anon+authenticated+service_role	client, cron	cron 0 * * * * (update-hashtag-scores); rpc in src/services/TrendingService.ts
update_megolm_backup_timestamp	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.megolm_key_backups BEFORE UPDATE (update_megolm_backup_timestamp)
update_message_content_silent	definer	boolean	anon+authenticated+service_role	client	rpc in bot-gateway/src/api/BotRestAPI.ts
update_message_embeds	definer	void	anon+authenticated+service_role	client	rpc in federation-backend/src/listeners/DatabaseListener.ts
update_post_embeds	definer	void	anon+authenticated+service_role	client	rpc in federation-backend/src/listeners/DatabaseListener.ts
update_post_reaction_counts	definer	trigger	anon+authenticated+service_role	trigger	trigger public.post_interactions AFTER INSERT/DELETE (trigger_update_post_reaction_counts)
update_post_reblog_count	definer	trigger	anon+authenticated+service_role	trigger	trigger public.posts AFTER DELETE (update_reblog_count_on_post_delete), public.posts AFTER INSERT (update_reblog_count_on_post_insert), public.posts AFTER UPDATE (update_reblog_count_on_post_update)
update_post_reply_count	definer	trigger	anon+authenticated+service_role	trigger	trigger public.posts AFTER INSERT/DELETE/UPDATE (trg_update_post_reply_count)
update_profile_posts_count	definer	trigger	anon+authenticated+service_role	trigger	trigger public.posts AFTER INSERT/DELETE/UPDATE (trg_update_profile_posts_count)
update_push_subscription_timestamp	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.push_subscriptions BEFORE UPDATE (push_subscriptions_update_timestamp)
update_roles_updated_at	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.channel_permission_overrides BEFORE UPDATE (trigger_channel_overrides_updated_at)
update_server_folders_updated_at	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.server_folders BEFORE UPDATE (trigger_server_folders_updated_at)
update_session_context	definer	void	service_role	service key	nothing references it
update_session_heartbeat	definer	void	service_role	service key	nothing references it
update_status_timestamp	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.profiles BEFORE UPDATE (trigger_status_update_timestamp)
update_threads_updated_at	invoker	trigger	anon+authenticated+service_role	trigger	trigger public.threads BEFORE UPDATE (trigger_threads_updated_at)
update_trending_posts	definer	void	anon+authenticated+service_role	client, cron	cron */15 * * * * (update-trending-posts); rpc in src/services/TrendingService.ts
upsert_ap_activity	definer	TABLE(activity_id uuid, was_updated boolean)	anon+authenticated+service_role	client	rpc in federation-backend/src/activitypub/GroupService.ts, federation-backend/src/activitypub/InboxHandler.ts
upsert_hashtag	invoker	uuid	anon+authenticated+service_role	trigger	called by process_post_hashtags
upsert_remote_emoji	definer	uuid	anon+authenticated+service_role	client	rpc in federation-backend/src/activitypub/ActivityProcessor.ts, federation-backend/src/activitypub/ActorService.ts
user_has_encryption	invoker	boolean	service_role	service key	called by get_conversation_encryption_status
verify_bot_token	definer	jsonb	anon+authenticated+service_role	client	rpc in bot-gateway/src/auth/BotAuthMiddleware.ts, bot-gateway/src/gateway/WebSocketGateway.ts
verify_recovery_code	definer	boolean	anon+authenticated+service_role	client	rpc in src/components/settings/user/PrivacySettings.vue, src/views/AuthCallbackView.vue, src/views/ResetPasswordView.vue
